OBJECTID,URN,SCHOOL_NAM,TYPE,PHASE,ADDRESS,TOWN,POSTCODE,STATUS,GENDER,EASTING,NORTHING,WARD_NAME,LSOA_NAME,LA_NAME,WEBLINK,AGE,map_icon,NEW_URN,OLD_URN,map_icon_l,Primary,x,y
"2,099.00",102120,Tiverton Primary School,Community School,Primary,Pulford Road,London,N15 6SP,Open,Mixed,532741,188181,Seven Sisters,Haringey 032C,Haringey,www.tivertonprimary.co.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.0858148,51.5769005
"2,100.00",102121,Coleridge Primary School,Community School,Primary,Crouch End Hill,London,N8 8DN,Open,Mixed,529869,187979,Crouch End,Haringey 033A,Haringey,www.coleridgeprimary.net/,11-Mar,STATE-FUNDED, , ,2,1,-0.127311,51.5756989
"2,101.00",102124,Welbourne Primary School,Community School,Primary,Stainby Road,London,N15 4EA,Open,Mixed,533991,189460,Tottenham Green,Haringey 025A,Haringey,www.welbourne.haringey.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.0672994,51.5881004
"2,102.00",102125,Lea Valley Primary School,Community School,Primary,Somerford Grove,London,N17 0PT,Open,Mixed,534398,191220,Northumberland Park,Haringey 002A,Haringey,www.leavalleyprimary.org/,11-Mar,STATE-FUNDED, , ,2,1,-0.0607546,51.6038017
"2,103.00",102127,Ferry Lane Primary School,Community School,Primary,Jarrow Road,London,N17 9PP,Open,Mixed,534658,189183,Tottenham Hale,Haringey 015C,Haringey, ,11-Mar,STATE-FUNDED, , ,2,1,-0.0577836,51.5853996
"2,104.00",102128,Rhodes Avenue Primary School,Community School,Primary,Rhodes Avenue,London,N22 7UT,Open,Mixed,529205,190797,Alexandra,Haringey 009A,Haringey,www.rhodes.haringey.sch.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.135852,51.6012001
"2,105.00",102129,Crowland Primary School,Community School,Primary,Crowland Road,London,N15 6UX,Open,Mixed,534027,188633,Seven Sisters,Haringey 029A,Haringey,www.crowland.haringey.sch.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.0670955,51.5806007
"2,106.00",102130,Weston Park Primary School,Community School,Primary,Denton Road,London,N8 9WP,Open,Mixed,530869,188546,Stroud Green,Haringey 028C,Haringey,www.westonparkprimary.org.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.112678,51.5806007
"2,107.00",102131,The Willow Primary School,Community School,Primary,Adams Road,London,N17 6HW,Open,Mixed,532942,190328,West Green,Haringey 013A,Haringey,www.thewillow.haringey.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.0821036,51.5960999
"2,108.00",102132,St Aidan's Voluntary Controlled Primary School,Voluntary Controlled School,Primary,Albany Road,London,N4 4RR,Open,Mixed,531031,187951,Stroud Green,Haringey 036A,Haringey,http://www.staidansprimaryschool.org.uk/,11-Mar,VOLUNTARY, , ,2,1,-0.110563,51.5751991
"2,109.00",102135,St Michael's CofE Voluntary Aided Primary School,Voluntary Aided School,Primary,North Road,London,N6 4BG,Open,Mixed,528221,187707,Highgate,Haringey 030B,Haringey,www.stmichaelsn6.com,11-Mar,VOLUNTARY, , ,2,1,-0.151179,51.5737
"2,110.00",102136,St James' CofE Primary School,Voluntary Aided School,Primary,Woodside Avenue,London,N10 3JA,Open,Mixed,528330,189117,Fortis Green,Haringey 017C,Haringey,www.stjamesprimaryschool.co.uk/,11-Mar,VOLUNTARY, , ,2,1,-0.149092,51.5862999
"2,111.00",102139,St Mary's CofE Primary School,Voluntary Aided School,Primary,Church Lane,London,N8 7BU,Open,Mixed,530676,189139,Hornsey,Haringey 020B,Haringey,www.stmarysn8.co.uk,11-Mar,VOLUNTARY, , ,2,1,-0.115241,51.5859985
"2,112.00",102142,Our Lady of Muswell Catholic Primary School,Voluntary Aided School,Primary,Pages Lane,London,N10 1PS,Open,Mixed,528328,190003,Fortis Green,Haringey 014D,Haringey,www.ourladymuswell.haringey.sch.uk,11-Mar,VOLUNTARY, , ,2,1,-0.148797,51.5942993
"2,113.00",102143,St Francis de Sales RC Junior School,Voluntary Aided School,Primary,Church Road,London,N17 8AZ,Open,Mixed,533829,191113,Northumberland Park,Haringey 037D,Haringey,www.sfds.haringey.sch.uk,11-Jul,VOLUNTARY, , ,2,1,-0.0690065,51.6030006
"2,114.00",102144,St Ignatius RC Primary School,Voluntary Aided School,Primary,St Ann's Road,London,N15 6ND,Open,Mixed,533578,188225,Seven Sisters,Haringey 029B,Haringey,www.stignatiuscatholicprimary.co.uk/,11-Mar,VOLUNTARY, , ,2,1,-0.0737266,51.5770988
"2,115.00",102145,St Mary's Priory RC Junior School,Voluntary Aided School,Primary,Hermitage Road,London,N15 5RE,Open,Mixed,532704,188523,St. Ann's,Haringey 026C,Haringey,www.stmarysrcpriory.haringey.sch.uk/,11-Jul,VOLUNTARY, , ,2,1,-0.0862194,51.5800018
"2,116.00",102146,St Paul's RC Primary School,Voluntary Aided School,Primary,Bradley Road,London,N22 7SZ,Open,Mixed,530647,190404,Woodside,Haringey 007A,Haringey,www.stpaulswoodgreen.org.uk/,11-Apr,VOLUNTARY, , ,2,1,-0.115189,51.5973015
"2,117.00",102147,St Mary's Priory RC Infant School,Voluntary Aided School,Primary,Hermitage Road,London,N15 5RE,Open,Mixed,532704,188523,St. Ann's,Haringey 026C,Haringey,www.stmarysrcpriory.haringey.sch.uk/,7-Mar,VOLUNTARY, , ,2,1,-0.0862194,51.5800018
"2,118.00",102148,St Peter-in-Chains RC Infant School,Voluntary Aided School,Primary,Elm Grove,London,N8 9AJ,Open,Mixed,530431,188047,Crouch End,Haringey 034A,Haringey,http://www.stpeterinchainsrc.co.uk,7-Apr,VOLUNTARY, , ,2,1,-0.119181,51.5761986
"2,119.00",102149,St Francis de Sales RC Infant School,Voluntary Aided School,Primary,Church Road,London,N17 8AZ,Open,Mixed,533835,191076,Northumberland Park,Haringey 037D,Haringey,www.sfds.haringey.sch.uk/,7-Mar,VOLUNTARY, , ,2,1,-0.068934,51.6026001
"2,120.00",102150,St Martin of Porres RC Primary School,Voluntary Aided School,Primary,Blake Road,London,N11 2AF,Open,Mixed,529363,191548,Bounds Green,Haringey 004D,Haringey,www.stmartinofporres.co.uk,11-Mar,VOLUNTARY, , ,2,1,-0.133295,51.6078987
"2,121.00",102151,St Gildas' Catholic Junior School,Voluntary Aided School,Primary,Oakington Way,London,N8 9EP,Open,Mixed,530347,187996,Crouch End,Haringey 034A,Haringey,www.stgildas.co.uk/,11-Jul,VOLUNTARY, , ,2,1,-0.120411,51.5758018
"2,122.00",102152,St John Vianney RC Primary School,Voluntary Aided School,Primary,Stanley Road,London,N15 3HD,Open,Mixed,531938,189139,St. Ann's,Haringey 027D,Haringey,www.st-johnvianney.haringey.sch.uk,11-Mar,VOLUNTARY, , ,2,1,-0.0970365,51.585701
"2,123.00",102153,Hornsey School for Girls,Community School,Secondary,Inderwick Road,London,N8 9JF,Open,Girls,530709,188684,Hornsey,Haringey 028A,Haringey,http://www.hsg.haringey.sch.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.114934,51.5819016
"2,124.00",102154,Highgate Wood Secondary School,Community School,Secondary,Montenotte Road,London,N8 8RN,Open,Mixed,529449,188604,Crouch End,Haringey 033D,Haringey,http://www.hws.haringey.sch.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.133139,51.5814018
"2,125.00",102155,Northumberland Park Community School,Community School,Secondary,Trulock Road,London,N17 0PG,Open,Mixed,534215,191340,Northumberland Park,Haringey 002A,Haringey,www.northumberlandpark.haringey.sch.uk,16-Nov,STATE-FUNDED, , ,2,0,-0.0633495,51.6049004
"2,126.00",102156,Fortismere School,Foundation School,Secondary,Southwing,London,N10 1NE,Open,Mixed,528180,189842,Fortis Green,Haringey 014C,Haringey,www.fortismere.haringey.sch.uk,18-Nov,STATE-FUNDED, , ,2,0,-0.150991,51.5928993
"2,127.00",102157,Gladesmore Community School,Community School,Secondary,Crowland Road,London,N15 6EB,Open,Mixed,534098,188572,Seven Sisters,Haringey 029C,Haringey,http://www.gladesmore.com/,16-Nov,STATE-FUNDED, , ,2,0,-0.0660947,51.580101
"2,128.00",102176,Vale School,Community Special School,Not applicable,Trulock Road,London,N17 0PG,Open,Mixed,534215,191340,Northumberland Park,Haringey 002A,Haringey,www.vale.haringey.sch.uk,16-Feb,SPECIAL, , ,2,1,-0.0633495,51.6049004
"2,129.00",102176,Vale School,Community Special School,Not applicable,Trulock Road,London,N17 0PG,Open,Mixed,534215,191340,Northumberland Park,Haringey 002A,Haringey,www.vale.haringey.sch.uk,16-Feb,SPECIAL, , ,2,0,-0.0633495,51.6049004
"2,130.00",102177,The Brook School,Community Special School,Not applicable,Adams Road,London,N17 6HW,Open,Mixed,532776,190279,West Green,Haringey 013A,Haringey, ,11-Apr,SPECIAL, , ,2,1,-0.0845173,51.5956993
"2,131.00",102178,Riverside School,Community Special School,Not applicable,White Hart Lane,London,N22 5QJ,Open,Mixed,531884,191354,White Hart Lane,Haringey 005A,Haringey,www.riverside.haringey.sch.uk,16-Nov,SPECIAL, , ,2,0,-0.0969836,51.6055984
"2,132.00",102181,"Newton Farm Nursery, Infant and Junior School",Community School,Primary,Ravenswood Crescent,Harrow,HA2 9JU,Open,Mixed,512751,186853,Roxbourne,Harrow 028C,Harrow,http://www.newtonfarm.harrow.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.374581,51.5693016
"2,133.00",102185,Roxeth Primary School,Community School,Primary,Brickfields,Harrow,HA2 0JA,Open,Mixed,514880,186903,Harrow on the Hill,Harrow 029A,Harrow,www.roxethschoolharrow.org/,11-Mar,STATE-FUNDED, , ,2,1,-0.34386,51.5693016
"2,134.00",102186,Marlborough Primary School,Community School,Primary,Marlborough Hill,Harrow,HA1 1UJ,Open,Mixed,515062,189176,Marlborough,Harrow 013A,Harrow,www.marlborough.harrow.sch.uk,11-Apr,STATE-FUNDED, , ,2,1,-0.340492,51.5896988
"2,135.00",102187,Grimsdyke School,Community School,Primary,Sylvia Avenue,Pinner,HA5 4QE,Open,Mixed,512522,191622,Hatch End,Harrow 004B,Harrow,www.grimsdyke.harrow.sch.uk/,11-Apr,STATE-FUNDED, , ,2,1,-0.376357,51.6122017
"2,136.00",102188,Camrose Primary With Nursery,Community School,Primary,St David's Drive,Edgware,HA8 6JH,Open,Mixed,518642,190777,Edgware,Harrow 007C,Harrow,www.camrose.harrow.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.288298,51.6034012
"2,137.00",102189,Belmont School,Community School,Primary,Hibbert Road,Harrow,HA3 7JT,Open,Mixed,515938,190307,Wealdstone,Harrow 013E,Harrow,http://www.belmont.harrow.sch.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.327479,51.5997009
"2,138.00",102193,Kenmore Park Junior School,Community School,Primary,Moorhouse Road,Harrow,HA3 9JA,Open,Mixed,518049,189732,Kenton East,Harrow 017D,Harrow,www.kenmoreparkjunior.co.uk,11-Jul,STATE-FUNDED, , ,2,1,-0.297208,51.594101
"2,139.00",102194,Pinner Park Junior School,Community School,Primary,Melbourne Avenue,Pinner,HA5 5TJ,Open,Mixed,513787,189949,Headstone North,Harrow 015A,Harrow,www.pinnerparkjuniorschool.co.uk/,11-Jul,STATE-FUNDED, , ,2,1,-0.358638,51.5969009
"2,140.00",102195,Priestmead Primary School and Nursery,Community School,Primary,Hartford Avenue,Harrow,HA3 8SZ,Open,Mixed,516813,189875,Kenton West,Harrow 033H,Harrow,www.priestmead.harrow.sch.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.314995,51.5956001
"2,141.00",102197,Stag Lane Junior School,Community School,Primary,Collier Drive,Edgware,HA8 5RU,Open,Mixed,519231,190411,Edgware,Harrow 010A,Harrow,www.staglanejunior.harrow.sch.uk,11-Jul,STATE-FUNDED, , ,2,1,-0.279922,51.5998993
"2,142.00",102199,Longfield Primary School,Community School,Primary,Duke's Avenue,Harrow,HA2 7NZ,Open,Mixed,513061,188104,Headstone North,Harrow 019A,Harrow,www.longfieldprimaryschool.co.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.369708,51.5805016
"2,143.00",102202,Grange Primary School,Community School,Primary,Welbeck Road,Harrow,HA2 0RY,Open,Mixed,513848,187215,West Harrow,Harrow 025D,Harrow,www.grange.harrow.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.358643,51.5723
"2,144.00",102204,Cannon Lane Primary School,Community School,Primary,Cannonbury Avenue,Pinner,HA5 1TS,Open,Mixed,511772,188117,Pinner South,Harrow 022D,Harrow,www.cannonlaneprimary.org/,11-Apr,STATE-FUNDED, , ,2,1,-0.388299,51.5807991
"2,145.00",102207,Pinner Park Infant and Nursery School,Community School,Primary,Melbourne Avenue,Pinner,HA5 5TL,Open,Mixed,513787,189949,Headstone North,Harrow 015A,Harrow,www.pinnerparkinfant.harrow.sch.uk,7-Mar,STATE-FUNDED, , ,2,1,-0.358638,51.5969009
"2,146.00",102209,Stag Lane Infant and Nursery School,Community School,Primary,Collier Drive,Edgware,HA8 5RU,Open,Mixed,519215,190371,Edgware,Harrow 010A,Harrow,www.staglaneinfant.harrow.sch.uk,7-Mar,STATE-FUNDED, , ,2,1,-0.280166,51.5996017
"2,147.00",102211,Elmgrove Primary School & Nursery,Community School,Primary,Kenmore Avenue,Harrow,HA3 8LU,Open,Mixed,516269,189135,Kenton West,Harrow 033C,Harrow,www.elmgrove.harrow.sch.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.32309,51.5890999
"2,148.00",102212,Kenmore Park Infant and Nursery School,Community School,Primary,Moorhouse Road,Harrow,HA3 9JA,Open,Mixed,518049,189732,Kenton East,Harrow 017D,Harrow,www.kpins.harrow.sch.uk/,7-Mar,STATE-FUNDED, , ,2,1,-0.297208,51.594101
"2,149.00",102213,Roxbourne Primary School,Community School,Primary,Torbay Road,Harrow,HA2 9QF,Open,Mixed,512138,186828,Rayners Lane,Harrow 032E,Harrow,http://www.roxbourneprimaryschool.co.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.38343,51.5691986
"2,150.00",102214,Stanburn Primary School,Community School,Primary,Abercorn Road,Stanmore,HA7 2PJ,Open,Mixed,517199,191102,Belmont,Harrow 008C,Harrow,www.stanburn.harrow.sch.uk,11-Apr,STATE-FUNDED, , ,2,1,-0.309016,51.6066017
"2,151.00",102215,Weald Rise Primary School,Community School,Primary,Robin Hood Drive,Harrow,HA3 7DH,Open,Mixed,515645,191154,Harrow Weald,Harrow 005B,Harrow,www.wealdinfant.harrow.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.331429,51.607399
"2,152.00",102216,West Lodge Primary School,Community School,Primary,West End Lane,Pinner,HA5 1AF,Open,Mixed,511769,189316,Pinner South,Harrow 016C,Harrow,http://www.westlodge.harrow.sch.uk,11-Apr,STATE-FUNDED, , ,2,1,-0.387961,51.5915985
"2,153.00",102219,Earlsmead Primary School,Community School,Primary,Arundel Drive,Harrow,HA2 8PW,Open,Mixed,512872,185623,Roxeth,Harrow 031D,Harrow,www.earlsmeadprimaryschool.co.uk/,11-Apr,STATE-FUNDED, , ,2,1,-0.373231,51.5582008
"2,154.00",102222,Norbury School,Community School,Primary,Welldon Crescent,Harrow,HA1 1QQ,Open,Mixed,515100,188475,Greenhill,Harrow 020A,Harrow,www.norbury.harrow.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.340173,51.5834007
"2,155.00",102223,Vaughan Primary School,Community School,Primary,Vaughan Road,Harrow,HA1 4EL,Open,Mixed,514092,188075,West Harrow,Harrow 024B,Harrow,www.vaughan.harrow.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.354845,51.5800018
"2,156.00",102224,Glebe Primary School,Community School,Primary,Glebe Avenue,Harrow,HA3 9LF,Open,Mixed,518119,189466,Kenton East,Harrow 017C,Harrow,www.glebe.harrow.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.296287,51.5917015
"2,157.00",102230,St Anselm's Catholic Primary School,Voluntary Aided School,Primary,Roxborough Park,Harrow,HA1 3BE,Open,Mixed,515057,187620,Greenhill,Harrow 023C,Harrow,www.st-anselms.harrow.sch.uk,11-Apr,VOLUNTARY, , ,2,1,-0.341073,51.5756989
"2,158.00",102231,St Teresa's Catholic Primary School and Nursery,Voluntary Aided School,Primary,Long Elmes,Harrow,HA3 6LE,Open,Mixed,514022,190858,Hatch End,Harrow 006D,Harrow,www.stteresas-harrow.co.uk/,11-Mar,VOLUNTARY, , ,2,1,-0.354951,51.6049995
"2,159.00",102232,St John Fisher Catholic Primary School,Voluntary Aided School,Primary,Melrose Road,Pinner,HA5 5RA,Open,Mixed,513011,189029,Headstone North,Harrow 019D,Harrow,http://www.stjohnfisherschool.co.uk/,11-Apr,VOLUNTARY, , ,2,1,-0.370132,51.5887985
"2,160.00",102233,St Joseph's Catholic Primary School,Voluntary Aided School,Primary,Dobbin Close,Harrow,HA3 7LP,Open,Mixed,516391,190312,Marlborough,Harrow 013D,Harrow,www.stjosephs.harrow.sch.uk/,11-Apr,VOLUNTARY, , ,2,1,-0.32094,51.5996017
"2,161.00",102234,St George's Primary School,Voluntary Aided School,Primary,Sudbury Hill,Harrow,HA1 3SB,Open,Mixed,515728,186230,Harrow on the Hill,Harrow 029C,Harrow,www.stgeorgesprimary.org,11-Apr,VOLUNTARY, , ,2,1,-0.331852,51.5630989
"2,162.00",102239,Whitmore High School,Community School,Secondary,Porlock Avenue,Harrow,HA2 0AD,Open,Mixed,514224,187316,Harrow on the Hill,Harrow 027B,Harrow,http://www.whitmore.harrow.sch.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.353187,51.5732002
"2,163.00",102243,The Sacred Heart Language College,Voluntary Aided School,Secondary,High Street,Harrow,HA3 7AY,Open,Girls,515333,190273,Wealdstone,Harrow 011B,Harrow,http://www.tshlc.harrow.sch.uk/,16-Nov,VOLUNTARY, , ,2,0,-0.336221,51.5994987
"2,164.00",102260,Shaftesbury High School,Community Special School,Not applicable,Headstone Lane,Harrow,HA3 6LE,Open,Mixed,513970,190835,Hatch End,Harrow 006D,Harrow,www.shaftesbury.harrow.sch.uk,19-Nov,SPECIAL, , ,2,0,-0.355709,51.6048012
"2,165.00",102268,The James Oglethorpe Primary School,Community School,Primary,Ashvale Gardens,Upminster,RM14 3NB,Open,Mixed,557570,186616,Upminster,Havering 018E,Havering,http://www.jamesoglethorpe.havering.sch.uk/,11-Apr,STATE-FUNDED, , ,2,1,0.271514,51.5564003
"2,166.00",102269,Harold Wood Primary School,Community School,Primary,Recreation Avenue,Romford,RM3 0TH,Open,Mixed,554997,189759,Emerson Park,Havering 010A,Havering,http://www.haroldwoodprimaryschool.co.uk/,11-Apr,STATE-FUNDED, , ,2,1,0.235814,51.5853996
"2,167.00",102270,Ardleigh Green Junior School,Community School,Primary,Ardleigh Green Road,Hornchurch,RM11 2SP,Open,Mixed,553907,189675,Squirrel's Heath,Havering 010D,Havering,http://www.ardleighgreenjun.org.uk/,11-Jul,STATE-FUNDED, , ,2,1,0.220057,51.5848999
"2,168.00",102271,Ardleigh Green Infant School,Community School,Primary,Ardleigh Green Road,Hornchurch,RM11 2SP,Open,Mixed,553907,189675,Squirrel's Heath,Havering 010D,Havering,http://www.agi.havering.sch.uk/,7-May,STATE-FUNDED, , ,2,1,0.220057,51.5848999
"2,169.00",102273,Benhurst Primary School,Community School,Primary,Benhurst Avenue,Hornchurch,RM12 4QS,Open,Mixed,552897,186268,St. Andrew's,Havering 023E,Havering,http://www.benhurst.havering.sch.uk/,11-Apr,STATE-FUNDED, , ,2,1,0.20401,51.5545998
"2,170.00",102276,Hylands Primary School,Community School,Primary,Granger Way,Romford,RM1 2RU,Open,Mixed,552372,188182,Romford Town,Havering 016D,Havering,http://webfronter.com/havering/Hylands_Prim/,11-Mar,STATE-FUNDED, , ,2,1,0.197272,51.5718994
"2,171.00",102277,Hacton Primary School,Community School,Primary,Chepstow Avenue,Hornchurch,RM12 6AU,Open,Mixed,554419,186215,Hacton,Havering 022B,Havering,http://www.hacton.havering.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,0.225922,51.5536995
"2,172.00",102278,Harold Court Primary School,Community School,Primary,Church Road,Romford,RM3 0SH,Open,Mixed,555322,191230,Harold Wood,Havering 007D,Havering,http://www.haroldcourt.org.uk/,11-Apr,STATE-FUNDED, , ,2,1,0.241152,51.5984993
"2,173.00",102280,Langtons Infant School,Community School,Primary,Westland Avenue,Hornchurch,RM11 3SD,Open,Mixed,554073,187242,St. Andrew's,Havering 020C,Havering,http://www.langtonsinfant.com/,7-May,STATE-FUNDED, , ,2,1,0.221385,51.5629997
"2,174.00",102281,Scargill Junior School,Community School,Primary,Mungo Park Road,Rainham,RM13 7PL,Open,Mixed,552073,184537,Elm Park,Havering 027A,Havering,http://www.scargill-jun.havering.sch.uk/,11-Jul,STATE-FUNDED, , ,2,1,0.191386,51.539299
"2,175.00",102282,Scargill Infant School,Community School,Primary,Mungo Park Road,Rainham,RM13 7PL,Open,Mixed,552073,184537,Elm Park,Havering 027A,Havering,http://www.scargillinf.org.uk/,7-May,STATE-FUNDED, , ,2,1,0.191386,51.539299
"2,176.00",102283,Suttons Primary School,Community School,Primary,Suttons Lane,Hornchurch,RM12 6RP,Open,Mixed,553877,185820,Hacton,Havering 025B,Havering,www.suttonsprimary.co.uk/,11-Mar,STATE-FUNDED, , ,2,1,0.217938,51.5503006
"2,177.00",102284,Whybridge Junior School,Community School,Primary,Blacksmith's Lane,Rainham,RM13 7AH,Open,Mixed,552020,183864,South Hornchurch,Havering 027D,Havering,http://www.whybridge-jun.havering.sch.uk/,11-Jul,STATE-FUNDED, , ,2,1,0.190332,51.5331993
"2,178.00",102285,Whybridge Infant School,Community School,Primary,Ford Lane,Rainham,RM13 7AR,Open,Mixed,552029,184000,South Hornchurch,Havering 027C,Havering,http://www.whybridge.co.uk/,7-May,STATE-FUNDED, , ,2,1,0.19052,51.5345001
"2,179.00",102289,Brookside Infant School,Community School,Primary,Dagnam Park Drive,Romford,RM3 9DJ,Open,Mixed,554152,192388,Gooshays,Havering 001B,Havering,http://www.brookside-inf.havering.sch.uk/,7-Mar,STATE-FUNDED, , ,2,1,0.224782,51.6091995
"2,180.00",102291,Clockhouse Primary School,Community School,Primary,Clockhouse Lane,Romford,RM5 3QR,Open,Mixed,549988,191473,Havering Park,Havering 005A,Havering,http://www.clockhouseprimaryschool.co.uk/,11-Mar,STATE-FUNDED, , ,2,1,0.164303,51.6021004
"2,181.00",102294,Crownfield Junior School,Community School,Primary,White Hart Lane,Romford,RM7 8JB,Open,Mixed,549433,190308,Mawneys,Havering 011C,Havering,http://www.crownfieldjunior.co.uk/,11-Jul,STATE-FUNDED, , ,2,1,0.1558,51.5918007
"2,182.00",102295,Crownfield Infant School,Community School,Primary,White Hart Lane,Romford,RM7 8JB,Open,Mixed,549433,190308,Mawneys,Havering 011C,Havering,www.crownfieldinfantschool.org,7-Feb,STATE-FUNDED, , ,2,1,0.1558,51.5918007
"2,183.00",102299,Parklands Junior School,Community School,Primary,Havering Road,Romford,RM1 4QX,Open,Mixed,550658,189989,Pettits,Havering 009E,Havering,http://www.parklands.havering.sch.uk/,11-Jul,STATE-FUNDED, , ,2,1,0.173333,51.5886002
"2,184.00",102300,Parklands Infant School,Community School,Primary,Havering Road,Romford,RM1 4QX,Open,Mixed,550658,189989,Pettits,Havering 009E,Havering,http://www.parklandsinfants.co.uk/,7-Feb,STATE-FUNDED, , ,2,1,0.173333,51.5886002
"2,185.00",102303,Squirrels Heath Junior School,Community School,Primary,Salisbury Road,Romford,RM2 5TP,Open,Mixed,552912,188781,Squirrel's Heath,Havering 014F,Havering,http://www.shj.havering.sch.uk/,11-Jul,STATE-FUNDED, , ,2,1,0.205318,51.5772018
"2,186.00",102304,Squirrels Heath Infant School,Community School,Primary,Salisbury Road,Romford,RM2 5TP,Open,Mixed,552912,188781,Squirrel's Heath,Havering 014F,Havering,www.squirrelsheath.com/,7-May,STATE-FUNDED, , ,2,1,0.205318,51.5772018
"2,187.00",102308,Gidea Park Primary School,Community School,Primary,Lodge Avenue,Romford,RM2 5AJ,Open,Mixed,552099,189498,Romford Town,Havering 012B,Havering,www.gideapkprimary.org.uk/,11-Apr,STATE-FUNDED, , ,2,1,0.193905,51.5838013
"2,188.00",102309,Towers Infant School,Community School,Primary,Osborne Road,Hornchurch,RM11 1HP,Open,Mixed,553371,187923,Hylands,Havering 014D,Havering,www.towersinfant.co.uk/,7-May,STATE-FUNDED, , ,2,1,0.211563,51.5693016
"2,189.00",102312,Parsonage Farm Primary School,Community School,Primary,Farm Road,Rainham,RM13 9JU,Open,Mixed,553377,182904,Rainham and Wennington,Havering 029A,Havering,http://www.pfps.havering.sch.uk/,11-Apr,STATE-FUNDED, , ,2,1,0.209463,51.5242004
"2,190.00",102313,Towers Junior School,Community School,Primary,Windsor Road,Hornchurch,RM11 1PD,Open,Mixed,553323,187827,Hylands,Havering 014D,Havering,http://webfronter.com/havering/towersjnr/,11-Jul,STATE-FUNDED, , ,2,1,0.210829,51.5685005
"2,191.00",102314,Brady Primary School,Community School,Primary,Wennington Road,Rainham,RM13 9XA,Open,Mixed,553052,181755,Rainham and Wennington,Havering 030D,Havering,http://www.bradyprimaryschool.co.uk/,11-Apr,STATE-FUNDED, , ,2,1,0.204284,51.5139999
"2,192.00",102316,Scotts Primary School,Community School,Primary,Bonington Road,Hornchurch,RM12 6TH,Open,Mixed,553545,185156,Hacton,Havering 025D,Havering,http://www.scotts.havering.sch.uk/,11-Apr,STATE-FUNDED, , ,2,1,0.212864,51.5443993
"2,193.00",102317,Broadford Primary School,Community School,Primary,Faringdon Avenue,Romford,RM3 8JS,Open,Mixed,553971,191548,Gooshays,Havering 004C,Havering,http://www.broadford.havering.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,0.221801,51.6016998
"2,194.00",102319,Newtons Primary School,Community School,Primary,Lowen Road,Rainham,RM13 8QR,Open,Mixed,550692,183278,South Hornchurch,Havering 028A,Havering,http://www.newtons.havering.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,0.17095,51.5283012
"2,195.00",102321,Nelmes Primary School,Community School,Primary,Wingletye Lane,Hornchurch,RM11 3BX,Open,Mixed,554864,189070,Emerson Park,Havering 010A,Havering,http://www.nelmes-havering.org.uk/,11-Apr,STATE-FUNDED, , ,2,1,0.233593,51.5792007
"2,196.00",102322,Mead Primary School,Community School,Primary,Amersham Road,Romford,RM3 9JD,Open,Mixed,554608,191769,Harold Wood,Havering 002E,Havering,http://www.mead.havering.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,0.231089,51.6035004
"2,197.00",102324,Rainham Village Primary School,Community School,Primary,Upminster Road South,Rainham,RM13 9AA,Open,Mixed,552430,182359,Rainham and Wennington,Havering 030B,Havering,www.rainhamvillage.havering.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,0.195588,51.5195999
"2,198.00",102325,Hilldene Primary School,Community School,Primary,Grange Road,Romford,RM3 7DU,Open,Mixed,552977,191609,Heaton,Havering 006D,Havering,http://www.hilldene.havering.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,0.207487,51.6026001
"2,199.00",102327,Dame Tipping Church of England Primary School,Voluntary Controlled School,Primary,North Road,Romford,RM4 1PS,Open,Mixed,551162,193382,Havering Park,Havering 003C,Havering,www.dametipping.com/,11-Apr,VOLUNTARY, , ,2,1,0.182064,51.6189995
"2,200.00",102328,St Edward's Church of England Voluntary Aided Primary School,Voluntary Aided School,Primary,Havering Drive,Romford,RM1 4BT,Open,Mixed,551124,189480,Pettits,Havering 009F,Havering,http://www.stedwardsva.net/,11-Mar,VOLUNTARY, , ,2,1,0.179836,51.5839005
